"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.53","48.57","MALAHAT","1014820","2010-06-15","2010","06","15","","14.0","","6.0","","10.0","","8.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-16","2010","06","16","","16.4","","8.6","","12.5","","5.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-17","2010","06","17","","15.4","","9.3","","12.4","","5.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-18","2010","06","18","","17.9","","8.3","","13.1","","4.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-19","2010","06","19","","20.1","","12.2","","16.2","","1.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-20","2010","06","20","","18.8","","10.3","","14.6","","3.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-21","2010","06","21","","17.0","","9.2","","13.1","","4.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-22","2010","06","22","","19.0","","10.6","","14.8","","3.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-23","2010","06","23","","22.6","","14.0","","18.3","","0.0","","0.3","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-24","2010","06","24","","22.0","","14.2","","18.1","","0.0","","0.1","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-25","2010","06","25","","20.4","","11.1","","15.8","","2.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-26","2010","06","26","","17.5","","8.6","","13.1","","4.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-27","2010","06","27","","15.6","","11.2","","13.4","","4.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-28","2010","06","28","","17.1","","10.3","","13.7","","4.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-29","2010","06","29","","16.2","","6.6","","11.4","","6.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-06-30","2010","06","30","","16.7","","6.3","","11.5","","6.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-01","2010","07","01","","11.7","","8.9","","10.3","","7.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-02","2010","07","02","","18.6","","8.2","","13.4","","4.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-03","2010","07","03","","18.1","","9.1","","13.6","","4.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-04","2010","07","04","","19.2","","10.3","","14.8","","3.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-05","2010","07","05","","17.4","","10.0","","13.7","","4.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-06","2010","07","06","","23.0","","10.6","","16.8","","1.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-07","2010","07","07","","29.1","","17.1","","23.1","","0.0","","5.1","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-08","2010","07","08","","30.4","","21.2","","25.8","","0.0","","7.8","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-09","2010","07","09","","28.0","","20.8","","24.4","","0.0","","6.4","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-10","2010","07","10","","26.6","","17.2","","21.9","","0.0","","3.9","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-11","2010","07","11","","23.3","","12.6","","18.0","","0.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-12","2010","07","12","","18.2","","8.7","","13.5","","4.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-13","2010","07","13","","19.0","","9.1","","14.1","","3.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-14","2010","07","14","","23.2","","11.5","","17.4","","0.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-15","2010","07","15","","24.6","","14.7","","19.7","","0.0","","1.7","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-16","2010","07","16","","21.8","","12.4","","17.1","","0.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-17","2010","07","17","","21.9","","12.0","","17.0","","1.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-18","2010","07","18","","20.2","","12.8","","16.5","","1.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-19","2010","07","19","","20.2","","11.5","","15.9","","2.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-20","2010","07","20","","22.7","","13.4","","18.1","","0.0","","0.1","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-21","2010","07","21","","25.5","","15.2","","20.4","","0.0","","2.4","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-22","2010","07","22","","21.0","","13.6","","17.3","","0.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-23","2010","07","23","","22.7","","10.4","","16.6","","1.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-24","2010","07","24","","24.8","","16.2","","20.5","","0.0","","2.5","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-25","2010","07","25","","25.0","","15.7","","20.4","","0.0","","2.4","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-26","2010","07","26","","26.2","","15.0","","20.6","","0.0","","2.6","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-27","2010","07","27","","27.6","","17.2","","22.4","","0.0","","4.4","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-28","2010","07","28","","25.8","","14.7","","20.3","","0.0","","2.3","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-29","2010","07","29","","22.4","","12.2","","17.3","","0.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-30","2010","07","30","","23.5","","12.8","","18.2","","0.0","","0.2","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-07-31","2010","07","31","","21.4","","13.9","","17.7","","0.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-01","2010","08","01","","18.4","","12.1","","15.3","","2.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-02","2010","08","02","","22.2","","13.6","","17.9","","0.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-03","2010","08","03","","23.0","","15.3","","19.2","","0.0","","1.2","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-04","2010","08","04","","27.1","","16.7","","21.9","","0.0","","3.9","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-05","2010","08","05","","27.3","","19.3","","23.3","","0.0","","5.3","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-06","2010","08","06","","23.6","","16.1","","19.9","","0.0","","1.9","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-07","2010","08","07","","16.1","","13.0","","14.6","","3.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-08","2010","08","08","","21.8","","13.7","","17.8","","0.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-09","2010","08","09","","18.1","","13.1","","15.6","","2.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-10","2010","08","10","","20.3","","11.6","","16.0","","2.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-11","2010","08","11","","21.6","","13.0","","17.3","","0.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-12","2010","08","12","","21.9","","13.9","","17.9","","0.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-13","2010","08","13","","28.7","","15.9","","22.3","","0.0","","4.3","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-14","2010","08","14","","31.0","","21.0","","26.0","","0.0","","8.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-15","2010","08","15","","31.7","","22.1","","26.9","","0.0","","8.9","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-16","2010","08","16","","30.2","","22.2","","26.2","","0.0","","8.2","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-17","2010","08","17","","27.4","","19.7","","23.6","","0.0","","5.6","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-18","2010","08","18","","23.2","","11.9","","17.6","","0.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-19","2010","08","19","","21.2","","12.5","","16.9","","1.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-20","2010","08","20","","18.4","","9.2","","13.8","","4.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-21","2010","08","21","","23.1","","11.1","","17.1","","0.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-22","2010","08","22","","19.2","","10.8","","15.0","","3.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-23","2010","08","23","","19.2","","10.7","","15.0","","3.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-24","2010","08","24","","24.7","","13.2","","19.0","","0.0","","1.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-25","2010","08","25","","26.7","","16.7","","21.7","","0.0","","3.7","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-26","2010","08","26","","21.0","","11.6","","16.3","","1.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-27","2010","08","27","","17.2","","10.7","","14.0","","4.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-28","2010","08","28","","20.8","","8.3","","14.6","","3.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-29","2010","08","29","","18.7","","10.6","","14.7","","3.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-30","2010","08","30","","20.4","","9.5","","15.0","","3.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-08-31","2010","08","31","","14.1","","9.0","","11.6","","6.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-01","2010","09","01","","18.0","","10.2","","14.1","","3.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-02","2010","09","02","","20.2","","10.2","","15.2","","2.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-03","2010","09","03","","25.1","","14.9","","20.0","","0.0","","2.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-04","2010","09","04","","17.8","","10.0","","13.9","","4.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-05","2010","09","05","","17.1","","9.6","","13.4","","4.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-06","2010","09","06","","11.8","","9.0","","10.4","","7.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-07","2010","09","07","","13.7","","9.5","","11.6","","6.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-08","2010","09","08","","19.7","","10.7","","15.2","","2.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-09","2010","09","09","","18.2","","9.4","","13.8","","4.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-10","2010","09","10","","16.3","","10.1","","13.2","","4.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-11","2010","09","11","","18.0","","8.4","","13.2","","4.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-12","2010","09","12","","12.2","","9.9","","11.1","","6.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-13","2010","09","13","","14.2","","11.4","","12.8","","5.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-14","2010","09","14","","18.8","","11.2","","15.0","","3.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-15","2010","09","15","","16.7","","12.8","","14.8","","3.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-16","2010","09","16","","15.0","","12.8","","13.9","","4.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-17","2010","09","17","","18.0","","12.9","","15.5","","2.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-18","2010","09","18","","14.8","","12.6","","13.7","","4.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-19","2010","09","19","","17.7","","13.1","","15.4","","2.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-20","2010","09","20","","16.7","","11.1","","13.9","","4.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-21","2010","09","21","","14.9","","8.3","","11.6","","6.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-22","2010","09","22","","15.6","","8.1","","11.9","","6.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-23","2010","09","23","","13.3","","8.7","","11.0","","7.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-24","2010","09","24","","12.9","","9.1","","11.0","","7.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-25","2010","09","25","","20.8","","11.1","","16.0","","2.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-26","2010","09","26","","17.5","","13.1","","15.3","","2.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-27","2010","09","27","","18.7","","12.4","","15.6","","2.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-28","2010","09","28","","18.9","","13.2","","16.1","","1.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-29","2010","09","29","","16.7","","9.7","","13.2","","4.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-09-30","2010","09","30","","19.1","","11.1","","15.1","","2.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-01","2010","10","01","","20.6","","12.6","","16.6","","1.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-02","2010","10","02","","15.9","","9.6","","12.8","","5.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-03","2010","10","03","","14.7","","10.4","","12.6","","5.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-04","2010","10","04","","13.9","","7.9","","10.9","","7.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-05","2010","10","05","","14.8","","7.1","","11.0","","7.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-06","2010","10","06","","16.0","","8.8","","12.4","","5.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-07","2010","10","07","","14.9","","10.1","","12.5","","5.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-08","2010","10","08","","12.1","","10.0","","11.1","","6.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-09","2010","10","09","","13.5","","10.5","","12.0","","6.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-10","2010","10","10","","15.6","","8.1","","11.9","","6.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-11","2010","10","11","","13.1","","6.0","","9.6","","8.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-12","2010","10","12","","13.5","","7.7","","10.6","","7.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-13","2010","10","13","","15.6","","7.9","","11.8","","6.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-14","2010","10","14","","13.7","","8.0","","10.9","","7.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-15","2010","10","15","","11.1","","4.4","","7.8","","10.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-16","2010","10","16","","10.9","","4.4","","7.7","","10.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-17","2010","10","17","","10.4","","4.3","","7.4","","10.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-18","2010","10","18","","10.7","","7.1","","8.9","","9.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-19","2010","10","19","","15.9","","9.1","","12.5","","5.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-20","2010","10","20","","15.9","","8.8","","12.4","","5.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-21","2010","10","21","","12.2","","8.9","","10.6","","7.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-22","2010","10","22","","12.3","","8.3","","10.3","","7.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-23","2010","10","23","","11.8","","7.1","","9.5","","8.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-24","2010","10","24","","9.2","","5.6","","7.4","","10.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-25","2010","10","25","","8.0","","5.3","","6.7","","11.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-26","2010","10","26","","7.5","","4.8","","6.2","","11.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-27","2010","10","27","","8.3","","5.7","","7.0","","11.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-28","2010","10","28","","8.9","","6.3","","7.6","","10.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-29","2010","10","29","","10.1","","6.4","","8.3","","9.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-30","2010","10","30","","9.5","","4.6","","7.1","","10.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-10-31","2010","10","31","","9.5","","5.7","","7.6","","10.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-01","2010","11","01","","11.2","","6.7","","9.0","","9.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-02","2010","11","02","","13.1","","7.5","","10.3","","7.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-03","2010","11","03","","13.0","","7.9","","10.5","","7.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-04","2010","11","04","","15.3","","8.4","","11.9","","6.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-05","2010","11","05","","12.8","","4.7","","8.8","","9.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-06","2010","11","06","","8.5","","3.9","","6.2","","11.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-07","2010","11","07","","9.3","","4.8","","7.1","","10.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-08","2010","11","08","","8.7","","3.1","","5.9","","12.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-09","2010","11","09","","4.7","","3.0","","3.9","","14.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-10","2010","11","10","","8.1","","3.4","","5.8","","12.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-11","2010","11","11","","5.9","","4.0","","5.0","","13.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-12","2010","11","12","","7.8","","3.4","","5.6","","12.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-13","2010","11","13","","6.6","","4.6","","5.6","","12.4","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-14","2010","11","14","","8.6","","5.2","","6.9","","11.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-15","2010","11","15","","10.9","","7.3","","9.1","","8.9","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-16","2010","11","16","","9.1","","5.6","","7.4","","10.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-17","2010","11","17","","6.2","","1.1","","3.7","","14.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-18","2010","11","18","","4.2","","0.6","","2.4","","15.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-19","2010","11","19","","2.6","","-2.1","","0.3","","17.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-20","2010","11","20","","-0.9","","-4.2","","-2.6","","20.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-21","2010","11","21","","-1.9","","-6.1","","-4.0","","22.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-22","2010","11","22","","-4.8","","-8.7","","-6.8","","24.8","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-23","2010","11","23","","-3.8","","-10.3","","-7.1","","25.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-24","2010","11","24","","-4.3","","-8.8","","-6.6","","24.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-25","2010","11","25","","1.5","","-4.4","","-1.5","","19.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-26","2010","11","26","","3.8","","1.0","","2.4","","15.6","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-27","2010","11","27","","5.3","","0.4","","2.9","","15.1","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-28","2010","11","28","","2.6","","-0.6","","1.0","","17.0","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-29","2010","11","29","","3.0","","0.3","","1.7","","16.3","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-11-30","2010","11","30","","6.8","","1.8","","4.3","","13.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-12-01","2010","12","01","","5.2","","2.3","","3.8","","14.2","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-12-02","2010","12","02","","3.5","","1.5","","2.5","","15.5","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-12-03","2010","12","03","","3.4","","1.2","","2.3","","15.7","","0.0","","","M","","M","","M","","","","M","","M"
"-123.53","48.57","MALAHAT","1014820","2010-12-04","2010","12","04","","2.1","","-0.1","","1.0","","17.0","","0.0","","","M","","M","","M","","","","M","","M"
